INDUSTRY,QUARTER,YEAR,ACTION,VALUE_%
Printing and publishing,3,2011,UTILISATION,78.1
Printing and publishing,4,2011,UTILISATION,82.4
Printing and publishing,1,2012,UTILISATION,79.9
Printing and publishing,2,2012,UTILISATION,78.9
Printing and publishing,3,2012,UTILISATION,83.1
Printing and publishing,4,2012,UTILISATION,84.8
Printing and publishing,1,2013,UTILISATION,77.5
Printing and publishing,2,2013,UTILISATION,77.6
Printing and publishing,3,2013,UTILISATION,81.7
Printing and publishing,4,2013,UTILISATION,81.5
Printing and publishing,1,2014,UTILISATION,76.3
Printing and publishing,2,2014,UTILISATION,77.3
Printing and publishing,3,2014,UTILISATION,76.6
Printing and publishing,4,2014,UTILISATION,79.0
Printing and publishing,1,2015,UTILISATION,75.1
Printing and publishing,2,2015,UTILISATION,74.2
Printing and publishing,3,2015,UTILISATION,73.4
Printing and publishing,4,2015,UTILISATION,75.5
Printing and publishing,1,2016,UTILISATION,73.5
Printing and publishing,2,2016,UTILISATION,73.4
Printing and publishing,3,2016,UTILISATION,76.5
Printing and publishing,4,2016,UTILISATION,77.8
Printing and publishing,1,2017,UTILISATION,75.5
Printing and publishing,2,2017,UTILISATION,75.3
Printing and publishing,3,2017,UTILISATION,74.9
Printing and publishing,4,2017,UTILISATION,75.7
Printing and publishing,1,2018,UTILISATION,75.6
Printing and publishing,2,2018,UTILISATION,74.7
Printing and publishing,3,2018,UTILISATION,76.6
Printing and publishing,4,2018,UTILISATION,78.9
Printing and publishing,1,2019,UTILISATION,76.3
Printing and publishing,2,2019,UTILISATION,74.4
Printing and publishing,3,2019,UTILISATION,74.8
Printing and publishing,4,2019,UTILISATION,77.6
Printing and publishing,1,2020,UTILISATION,76.4
Printing and publishing,2,2020,UTILISATION,36.1
Printing and publishing,3,2020,UTILISATION,59.8
Printing and publishing,4,2020,UTILISATION,74.7
Printing and publishing,1,2021,UTILISATION,74.1
Printing and publishing,2,2021,UTILISATION,73.6
Printing and publishing,3,2021,UTILISATION,73.8
Printing and publishing,4,2021,UTILISATION,75.6
"Coke, petroleum products and nuclear fuel",4,2003,UTILISATION,84.4
"Coke, petroleum products and nuclear fuel",1,2004,UTILISATION,88.8
"Coke, petroleum products and nuclear fuel",2,2004,UTILISATION,88.3
"Coke, petroleum products and nuclear fuel",3,2004,UTILISATION,86.4
"Coke, petroleum products and nuclear fuel",4,2004,UTILISATION,85.1
"Coke, petroleum products and nuclear fuel",1,2005,UTILISATION,84.3
"Coke, petroleum products and nuclear fuel",2,2005,UTILISATION,90.4
"Coke, petroleum products and nuclear fuel",3,2005,UTILISATION,90.1
"Coke, petroleum products and nuclear fuel",4,2005,UTILISATION,82.3
"Coke, petroleum products and nuclear fuel",1,2006,UTILISATION,83.9
"Coke, petroleum products and nuclear fuel",2,2006,UTILISATION,83.9
"Coke, petroleum products and nuclear fuel",3,2006,UTILISATION,80.1
"Coke, petroleum products and nuclear fuel",4,2006,UTILISATION,83.1
"Coke, petroleum products and nuclear fuel",1,2007,UTILISATION,85.9
"Coke, petroleum products and nuclear fuel",2,2007,UTILISATION,85.7
"Coke, petroleum products and nuclear fuel",3,2007,UTILISATION,88.8
"Coke, petroleum products and nuclear fuel",4,2007,UTILISATION,90.3
"Coke, petroleum products and nuclear fuel",1,2008,UTILISATION,84.3
"Coke, petroleum products and nuclear fuel",2,2008,UTILISATION,89.7
"Coke, petroleum products and nuclear fuel",3,2008,UTILISATION,89.3
"Coke, petroleum products and nuclear fuel",4,2008,UTILISATION,86.8
"Coke, petroleum products and nuclear fuel",1,2009,UTILISATION,82.7
"Coke, petroleum products and nuclear fuel",2,2009,UTILISATION,87.0
"Coke, petroleum products and nuclear fuel",3,2009,UTILISATION,79.5
"Coke, petroleum products and nuclear fuel",4,2009,UTILISATION,80.3
"Coke, petroleum products and nuclear fuel",1,2010,UTILISATION,75.1
"Coke, petroleum products and nuclear fuel",2,2010,UTILISATION,82.8
"Coke, petroleum products and nuclear fuel",3,2010,UTILISATION,88.3
"Coke, petroleum products and nuclear fuel",4,2010,UTILISATION,75.4
"Coke, petroleum products and nuclear fuel",1,2011,UTILISATION,76.0
"Coke, petroleum products and nuclear fuel",2,2011,UTILISATION,86.3
"Coke, petroleum products and nuclear fuel",3,2011,UTILISATION,80.1
"Coke, petroleum products and nuclear fuel",4,2011,UTILISATION,66.4
"Coke, petroleum products and nuclear fuel",1,2012,UTILISATION,75.2
"Coke, petroleum products and nuclear fuel",2,2012,UTILISATION,84.6
"Coke, petroleum products and nuclear fuel",3,2012,UTILISATION,85.9
"Coke, petroleum products and nuclear fuel",4,2012,UTILISATION,85.4
"Coke, petroleum products and nuclear fuel",1,2013,UTILISATION,71.6
"Coke, petroleum products and nuclear fuel",2,2013,UTILISATION,76.1
"Coke, petroleum products and nuclear fuel",3,2013,UTILISATION,83.6
"Coke, petroleum products and nuclear fuel",4,2013,UTILISATION,84.7
"Coke, petroleum products and nuclear fuel",1,2014,UTILISATION,77.9
"Coke, petroleum products and nuclear fuel",2,2014,UTILISATION,81.3
"Coke, petroleum products and nuclear fuel",3,2014,UTILISATION,68.0
"Coke, petroleum products and nuclear fuel",4,2014,UTILISATION,83.1
"Coke, petroleum products and nuclear fuel",1,2015,UTILISATION,79.3
"Coke, petroleum products and nuclear fuel",2,2015,UTILISATION,75.2
"Coke, petroleum products and nuclear fuel",3,2015,UTILISATION,74.1
"Coke, petroleum products and nuclear fuel",4,2015,UTILISATION,82.0
"Coke, petroleum products and nuclear fuel",1,2016,UTILISATION,80.4
"Coke, petroleum products and nuclear fuel",2,2016,UTILISATION,82.6
"Coke, petroleum products and nuclear fuel",3,2016,UTILISATION,82.7
"Coke, petroleum products and nuclear fuel",4,2016,UTILISATION,82.3
"Coke, petroleum products and nuclear fuel",1,2017,UTILISATION,79.7
"Coke, petroleum products and nuclear fuel",2,2017,UTILISATION,75.0
"Coke, petroleum products and nuclear fuel",3,2017,UTILISATION,82.5
"Coke, petroleum products and nuclear fuel",4,2017,UTILISATION,86.0
"Coke, petroleum products and nuclear fuel",1,2018,UTILISATION,77.1
"Coke, petroleum products and nuclear fuel",2,2018,UTILISATION,79.2
"Coke, petroleum products and nuclear fuel",3,2018,UTILISATION,83.4
"Coke, petroleum products and nuclear fuel",4,2018,UTILISATION,87.1
"Coke, petroleum products and nuclear fuel",1,2019,UTILISATION,83.7
"Coke, petroleum products and nuclear fuel",2,2019,UTILISATION,84.4
"Coke, petroleum products and nuclear fuel",3,2019,UTILISATION,82.4
"Coke, petroleum products and nuclear fuel",4,2019,UTILISATION,81.3
"Coke, petroleum products and nuclear fuel",1,2020,UTILISATION,82.6
"Coke, petroleum products and nuclear fuel",2,2020,UTILISATION,62.0
"Coke, petroleum products and nuclear fuel",3,2020,UTILISATION,79.3
"Coke, petroleum products and nuclear fuel",4,2020,UTILISATION,77.1
"Coke, petroleum products and nuclear fuel",1,2021,UTILISATION,73.6
"Coke, petroleum products and nuclear fuel",2,2021,UTILISATION,69.1
"Coke, petroleum products and nuclear fuel",3,2021,UTILISATION,72.6
"Coke, petroleum products and nuclear fuel",4,2021,UTILISATION,67.6
Basic chemicals,4,2003,UTILISATION,81.4
Basic chemicals,1,2004,UTILISATION,81.3
Basic chemicals,2,2004,UTILISATION,79.4
Basic chemicals,3,2004,UTILISATION,87.8
Basic chemicals,4,2004,UTILISATION,88.0
Basic chemicals,1,2005,UTILISATION,84.3
Basic chemicals,2,2005,UTILISATION,86.6
Basic chemicals,3,2005,UTILISATION,87.3
Basic chemicals,4,2005,UTILISATION,90.8
Basic chemicals,1,2006,UTILISATION,86.5
Basic chemicals,2,2006,UTILISATION,83.9
Basic chemicals,3,2006,UTILISATION,83.0
Basic chemicals,4,2006,UTILISATION,87.8
Basic chemicals,1,2007,UTILISATION,86.9
Basic chemicals,2,2007,UTILISATION,87.5
Basic chemicals,3,2007,UTILISATION,89.5
Basic chemicals,4,2007,UTILISATION,90.2
Basic chemicals,1,2008,UTILISATION,87.5
Basic chemicals,2,2008,UTILISATION,85.6
Basic chemicals,3,2008,UTILISATION,86.9
Basic chemicals,4,2008,UTILISATION,83.7
Basic chemicals,1,2009,UTILISATION,82.3
Basic chemicals,2,2009,UTILISATION,77.4
Basic chemicals,3,2009,UTILISATION,79.9
Basic chemicals,4,2009,UTILISATION,81.8
Basic chemicals,1,2010,UTILISATION,78.8
Basic chemicals,2,2010,UTILISATION,82.6
Basic chemicals,3,2010,UTILISATION,84.2
Basic chemicals,4,2010,UTILISATION,84.8
Basic chemicals,1,2011,UTILISATION,83.6
Basic chemicals,2,2011,UTILISATION,83.1
Basic chemicals,3,2011,UTILISATION,80.5
Basic chemicals,4,2011,UTILISATION,85.4
Basic chemicals,1,2012,UTILISATION,81.6
Basic chemicals,2,2012,UTILISATION,83.1
Basic chemicals,3,2012,UTILISATION,83.5
Basic chemicals,4,2012,UTILISATION,85.7
Basic chemicals,1,2013,UTILISATION,79.2
Basic chemicals,2,2013,UTILISATION,86.7
Basic chemicals,3,2013,UTILISATION,86.6
Basic chemicals,4,2013,UTILISATION,88.3
Basic chemicals,1,2014,UTILISATION,85.8
Basic chemicals,2,2014,UTILISATION,86.1
Basic chemicals,3,2014,UTILISATION,86.0
Basic chemicals,4,2014,UTILISATION,86.5
Basic chemicals,1,2015,UTILISATION,82.4
Basic chemicals,2,2015,UTILISATION,83.0
Basic chemicals,3,2015,UTILISATION,87.1
Basic chemicals,4,2015,UTILISATION,84.6
Basic chemicals,1,2016,UTILISATION,85.8
Basic chemicals,2,2016,UTILISATION,87.8
Basic chemicals,3,2016,UTILISATION,87.8
Basic chemicals,4,2016,UTILISATION,88.3
Basic chemicals,1,2017,UTILISATION,83.8
Basic chemicals,2,2017,UTILISATION,85.7
Basic chemicals,3,2017,UTILISATION,86.0
Basic chemicals,4,2017,UTILISATION,89.0
Basic chemicals,1,2018,UTILISATION,85.1
Basic chemicals,2,2018,UTILISATION,85.1
Basic chemicals,3,2018,UTILISATION,83.0
Basic chemicals,4,2018,UTILISATION,89.4
Basic chemicals,1,2019,UTILISATION,84.8
Basic chemicals,2,2019,UTILISATION,83.4
Basic chemicals,3,2019,UTILISATION,83.1
Basic chemicals,4,2019,UTILISATION,85.2
Basic chemicals,1,2020,UTILISATION,82.4
Basic chemicals,2,2020,UTILISATION,55.5
Basic chemicals,3,2020,UTILISATION,77.5
Basic chemicals,4,2020,UTILISATION,85.3
Basic chemicals,1,2021,UTILISATION,77.7
Basic chemicals,2,2021,UTILISATION,82.1
Basic chemicals,3,2021,UTILISATION,82.9
Basic chemicals,4,2021,UTILISATION,86.8
Other chemicals,4,2003,UTILISATION,78.4
Other chemicals,1,2004,UTILISATION,80.6
Other chemicals,2,2004,UTILISATION,79.5
Other chemicals,3,2004,UTILISATION,73.3
Other chemicals,4,2004,UTILISATION,76.9
Other chemicals,1,2005,UTILISATION,75.4
Other chemicals,2,2005,UTILISATION,75.6
Other chemicals,3,2005,UTILISATION,80.3
Other chemicals,4,2005,UTILISATION,82.9
Other chemicals,1,2006,UTILISATION,78.7
Other chemicals,2,2006,UTILISATION,81.5
Other chemicals,3,2006,UTILISATION,77.7
Other chemicals,4,2006,UTILISATION,79.3
Other chemicals,1,2007,UTILISATION,76.4
Other chemicals,2,2007,UTILISATION,78.3
Other chemicals,3,2007,UTILISATION,77.6
Other chemicals,4,2007,UTILISATION,79.6
Other chemicals,1,2008,UTILISATION,79.8
Other chemicals,2,2008,UTILISATION,79.2
Other chemicals,3,2008,UTILISATION,79.7
Other chemicals,4,2008,UTILISATION,79.5
Other chemicals,1,2009,UTILISATION,78.4
Other chemicals,2,2009,UTILISATION,75.1
Other chemicals,3,2009,UTILISATION,76.8
Other chemicals,4,2009,UTILISATION,80.4
Other chemicals,1,2010,UTILISATION,79.7
Other chemicals,2,2010,UTILISATION,79.4
Other chemicals,3,2010,UTILISATION,78.3
Other chemicals,4,2010,UTILISATION,81.6
Other chemicals,1,2011,UTILISATION,79.6
Other chemicals,2,2011,UTILISATION,80.3
Other chemicals,3,2011,UTILISATION,80.4
Other chemicals,4,2011,UTILISATION,82.8
Other chemicals,1,2012,UTILISATION,82.3
Other chemicals,2,2012,UTILISATION,83.4
Other chemicals,3,2012,UTILISATION,82.9
Other chemicals,4,2012,UTILISATION,84.3
Other chemicals,1,2013,UTILISATION,81.9
Other chemicals,2,2013,UTILISATION,80.4
Other chemicals,3,2013,UTILISATION,83.0
Other chemicals,4,2013,UTILISATION,84.0
Other chemicals,1,2014,UTILISATION,83.0
Other chemicals,2,2014,UTILISATION,83.0
Other chemicals,3,2014,UTILISATION,82.9
Other chemicals,4,2014,UTILISATION,84.0
Other chemicals,1,2015,UTILISATION,83.3
Other chemicals,2,2015,UTILISATION,83.9
Other chemicals,3,2015,UTILISATION,84.1
Other chemicals,4,2015,UTILISATION,84.2
Other chemicals,1,2016,UTILISATION,84.0
Other chemicals,2,2016,UTILISATION,86.0
Other chemicals,3,2016,UTILISATION,86.2
Other chemicals,4,2016,UTILISATION,85.1
Other chemicals,1,2017,UTILISATION,83.6
Other chemicals,2,2017,UTILISATION,85.3
Other chemicals,3,2017,UTILISATION,86.2
Other chemicals,4,2017,UTILISATION,86.6
Other chemicals,1,2018,UTILISATION,86.5
Other chemicals,2,2018,UTILISATION,84.4
Other chemicals,3,2018,UTILISATION,84.7
Other chemicals,4,2018,UTILISATION,87.0
Other chemicals,1,2019,UTILISATION,85.9
Other chemicals,2,2019,UTILISATION,85.3
Other chemicals,3,2019,UTILISATION,84.0
Other chemicals,4,2019,UTILISATION,84.2
Other chemicals,1,2020,UTILISATION,84.0
Other chemicals,2,2020,UTILISATION,78.5
Other chemicals,3,2020,UTILISATION,82.3
Other chemicals,4,2020,UTILISATION,84.0
Other chemicals,1,2021,UTILISATION,83.4
Other chemicals,2,2021,UTILISATION,83.5
Other chemicals,3,2021,UTILISATION,83.1
Other chemicals,4,2021,UTILISATION,83.7
Rubber products,4,2003,UTILISATION,84.9
Rubber products,1,2004,UTILISATION,80.5
Rubber products,2,2004,UTILISATION,85.1
Rubber products,3,2004,UTILISATION,90.0
Rubber products,4,2004,UTILISATION,93.4
Rubber products,1,2005,UTILISATION,89.6
Rubber products,2,2005,UTILISATION,90.0
Rubber products,3,2005,UTILISATION,88.1
Rubber products,4,2005,UTILISATION,87.7
Rubber products,1,2006,UTILISATION,88.1
Rubber products,2,2006,UTILISATION,88.4
Rubber products,3,2006,UTILISATION,83.5
Rubber products,4,2006,UTILISATION,83.2
Rubber products,1,2007,UTILISATION,81.9
Rubber products,2,2007,UTILISATION,84.5
Rubber products,3,2007,UTILISATION,73.1
Rubber products,4,2007,UTILISATION,87.4
Rubber products,1,2008,UTILISATION,84.7
Rubber products,2,2008,UTILISATION,88.6
Rubber products,3,2008,UTILISATION,87.8
Rubber products,4,2008,UTILISATION,83.3
Rubber products,1,2009,UTILISATION,81.1
Rubber products,2,2009,UTILISATION,80.3
Rubber products,3,2009,UTILISATION,74.3
Rubber products,4,2009,UTILISATION,74.3
Rubber products,1,2010,UTILISATION,78.2
Rubber products,2,2010,UTILISATION,79.3
Rubber products,3,2010,UTILISATION,83.0
Rubber products,4,2010,UTILISATION,84.2
Rubber products,1,2011,UTILISATION,83.2
Rubber products,2,2011,UTILISATION,84.0
Rubber products,3,2011,UTILISATION,84.5
Rubber products,4,2011,UTILISATION,90.0
Rubber products,1,2012,UTILISATION,87.4
Rubber products,2,2012,UTILISATION,88.4
Rubber products,3,2012,UTILISATION,85.2
Rubber products,4,2012,UTILISATION,92.0
Rubber products,1,2013,UTILISATION,87.3
Rubber products,2,2013,UTILISATION,86.9
Rubber products,3,2013,UTILISATION,81.1
Rubber products,4,2013,UTILISATION,85.3
Rubber products,1,2014,UTILISATION,85.0
Rubber products,2,2014,UTILISATION,82.3
Rubber products,3,2014,UTILISATION,79.3
Rubber products,4,2014,UTILISATION,85.6
Rubber products,1,2015,UTILISATION,78.2
Rubber products,2,2015,UTILISATION,80.2
Rubber products,3,2015,UTILISATION,79.0
Rubber products,4,2015,UTILISATION,82.4
Rubber products,1,2016,UTILISATION,82.2
Rubber products,2,2016,UTILISATION,84.7
Rubber products,3,2016,UTILISATION,84.7
Rubber products,4,2016,UTILISATION,85.1
Rubber products,1,2017,UTILISATION,84.7
Rubber products,2,2017,UTILISATION,83.7
Rubber products,3,2017,UTILISATION,83.7
Rubber products,4,2017,UTILISATION,83.2
Rubber products,1,2018,UTILISATION,81.4
Rubber products,2,2018,UTILISATION,84.1
Rubber products,3,2018,UTILISATION,85.5
Rubber products,4,2018,UTILISATION,85.2
Rubber products,1,2019,UTILISATION,84.8
Rubber products,2,2019,UTILISATION,84.9
Rubber products,3,2019,UTILISATION,83.6
Rubber products,4,2019,UTILISATION,80.7
Rubber products,1,2020,UTILISATION,81.9
Rubber products,2,2020,UTILISATION,50.0
Rubber products,3,2020,UTILISATION,67.9
Rubber products,4,2020,UTILISATION,81.1
Rubber products,1,2021,UTILISATION,82.0
Rubber products,2,2021,UTILISATION,79.6
Rubber products,3,2021,UTILISATION,83.5
Rubber products,4,2021,UTILISATION,82.4
Plastic products,4,2003,UTILISATION,81.1
Plastic products,1,2004,UTILISATION,81.9
Plastic products,2,2004,UTILISATION,81.3
Plastic products,3,2004,UTILISATION,83.8
Plastic products,4,2004,UTILISATION,85.0
Plastic products,1,2005,UTILISATION,80.3
Plastic products,2,2005,UTILISATION,78.4
Plastic products,3,2005,UTILISATION,81.1
Plastic products,4,2005,UTILISATION,83.2
Plastic products,1,2006,UTILISATION,79.9
Plastic products,2,2006,UTILISATION,80.6
Plastic products,3,2006,UTILISATION,81.4
Plastic products,4,2006,UTILISATION,84.5
Plastic products,1,2007,UTILISATION,82.9
Plastic products,2,2007,UTILISATION,83.3
Plastic products,3,2007,UTILISATION,82.0
Plastic products,4,2007,UTILISATION,85.4
Plastic products,1,2008,UTILISATION,83.1
Plastic products,2,2008,UTILISATION,81.0
Plastic products,3,2008,UTILISATION,83.4
Plastic products,4,2008,UTILISATION,83.7
Plastic products,1,2009,UTILISATION,83.4
Plastic products,2,2009,UTILISATION,82.4
Plastic products,3,2009,UTILISATION,81.8
Plastic products,4,2009,UTILISATION,82.6
Plastic products,1,2010,UTILISATION,81.7
Plastic products,2,2010,UTILISATION,81.8
Plastic products,3,2010,UTILISATION,81.2
Plastic products,4,2010,UTILISATION,84.9
Plastic products,1,2011,UTILISATION,81.7
Plastic products,2,2011,UTILISATION,82.1
Plastic products,3,2011,UTILISATION,84.8
Plastic products,4,2011,UTILISATION,88.7
Plastic products,1,2012,UTILISATION,83.2
Plastic products,2,2012,UTILISATION,84.3
Plastic products,3,2012,UTILISATION,88.0
Plastic products,4,2012,UTILISATION,88.2
Plastic products,1,2013,UTILISATION,83.8
Plastic products,2,2013,UTILISATION,84.5
Plastic products,3,2013,UTILISATION,84.1
Plastic products,4,2013,UTILISATION,86.6
Plastic products,1,2014,UTILISATION,84.1
Plastic products,2,2014,UTILISATION,83.2
Plastic products,3,2014,UTILISATION,85.0
Plastic products,4,2014,UTILISATION,85.8
Plastic products,1,2015,UTILISATION,82.2
Plastic products,2,2015,UTILISATION,81.6
Plastic products,3,2015,UTILISATION,83.7
Plastic products,4,2015,UTILISATION,85.4
Plastic products,1,2016,UTILISATION,83.2
Plastic products,2,2016,UTILISATION,82.9
Plastic products,3,2016,UTILISATION,83.7
Plastic products,4,2016,UTILISATION,85.1
Plastic products,1,2017,UTILISATION,82.7
Plastic products,2,2017,UTILISATION,82.8
Plastic products,3,2017,UTILISATION,83.3
Plastic products,4,2017,UTILISATION,85.7
Plastic products,1,2018,UTILISATION,83.4
Plastic products,2,2018,UTILISATION,84.2
Plastic products,3,2018,UTILISATION,84.3
Plastic products,4,2018,UTILISATION,84.9
Plastic products,1,2019,UTILISATION,82.7
Plastic products,2,2019,UTILISATION,82.7
Plastic products,3,2019,UTILISATION,83.1
Plastic products,4,2019,UTILISATION,83.3
Plastic products,1,2020,UTILISATION,82.6
Plastic products,2,2020,UTILISATION,76.3
Plastic products,3,2020,UTILISATION,82.9
Plastic products,4,2020,UTILISATION,83.0
Plastic products,1,2021,UTILISATION,83.6
Plastic products,2,2021,UTILISATION,84.0
Plastic products,3,2021,UTILISATION,85.5
Plastic products,4,2021,UTILISATION,84.1
Glass and glass products,4,2003,UTILISATION,95.7
Glass and glass products,1,2004,UTILISATION,94.7
Glass and glass products,2,2004,UTILISATION,94.8
Glass and glass products,3,2004,UTILISATION,96.1
Glass and glass products,4,2004,UTILISATION,95.6
Glass and glass products,1,2005,UTILISATION,92.8
Glass and glass products,2,2005,UTILISATION,93.6
Glass and glass products,3,2005,UTILISATION,96.6
Glass and glass products,4,2005,UTILISATION,95.2
Glass and glass products,1,2006,UTILISATION,94.5
Glass and glass products,2,2006,UTILISATION,95.2
Glass and glass products,3,2006,UTILISATION,94.6
Glass and glass products,4,2006,UTILISATION,97.5
Glass and glass products,1,2007,UTILISATION,94.2
Glass and glass products,2,2007,UTILISATION,94.1
Glass and glass products,3,2007,UTILISATION,90.4
Glass and glass products,4,2007,UTILISATION,94.3
Glass and glass products,1,2008,UTILISATION,93.1
Glass and glass products,2,2008,UTILISATION,93.2
Glass and glass products,3,2008,UTILISATION,93.9
Glass and glass products,4,2008,UTILISATION,91.3
Glass and glass products,1,2009,UTILISATION,89.1
Glass and glass products,2,2009,UTILISATION,86.7
Glass and glass products,3,2009,UTILISATION,86.3
Glass and glass products,4,2009,UTILISATION,90.7
Glass and glass products,1,2010,UTILISATION,86.1
Glass and glass products,2,2010,UTILISATION,85.1
Glass and glass products,3,2010,UTILISATION,87.5
Glass and glass products,4,2010,UTILISATION,89.1
Glass and glass products,1,2011,UTILISATION,87.2
Glass and glass products,2,2011,UTILISATION,84.9
Glass and glass products,3,2011,UTILISATION,86.0
